sample,fastq_1,fastq_2,reference
SRR1024623,/Users/jfurlong/dev/cfDNA/SRR1024623_R1.fastq.gz,/Users/jfurlong/dev/cfDNA/SRR1024623_R2.fastq.gz,FR751470
